,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
25223,48.0,housemaid,single,secondary,no,,no,no,telephone,18.0,nov,129.0,2.0,,0.0,,no
25224,30.0,blue-collar,,secondary,no,246.0,yes,no,cellular,18.0,nov,,2.0,,5.0,failure,no
25225,,unemployed,divorced,secondary,no,,yes,no,cellular,18.0,nov,91.0,2.0,-1.0,0.0,,no
25226,36.0,management,married,tertiary,no,,no,yes,cellular,18.0,nov,196.0,3.0,-1.0,0.0,,no
25227,,retired,married,tertiary,no,,no,no,cellular,18.0,nov,94.0,2.0,,0.0,,no
25228,43.0,management,single,tertiary,no,-56.0,yes,no,cellular,18.0,nov,,2.0,,14.0,failure,no
25229,52.0,services,,secondary,no,2257.0,yes,no,telephone,18.0,nov,102.0,2.0,188.0,,failure,no
25230,36.0,blue-collar,married,secondary,no,,no,yes,cellular,18.0,nov,,2.0,,1.0,failure,no
25231,,student,single,tertiary,no,4.0,yes,no,cellular,18.0,nov,203.0,2.0,,0.0,,no
25232,,management,,,no,668.0,no,no,cellular,18.0,nov,,2.0,-1.0,0.0,,no
25233,,management,married,secondary,no,517.0,yes,no,cellular,18.0,nov,,3.0,196.0,2.0,failure,no
25234,32.0,management,single,tertiary,no,0.0,yes,no,cellular,18.0,nov,,2.0,168.0,1.0,other,no
25235,46.0,management,married,tertiary,no,0.0,no,no,cellular,18.0,nov,,2.0,,3.0,other,yes
25236,,blue-collar,,secondary,no,0.0,yes,no,cellular,18.0,nov,420.0,2.0,,0.0,,no
25237,33.0,management,,secondary,no,480.0,yes,no,cellular,18.0,nov,422.0,2.0,-1.0,0.0,,no
25238,,management,,tertiary,no,5694.0,yes,no,cellular,18.0,nov,,2.0,193.0,2.0,failure,no
25239,54.0,self-employed,married,tertiary,no,368.0,no,no,cellular,18.0,nov,,2.0,110.0,4.0,failure,no
25240,43.0,services,,primary,no,-2122.0,yes,yes,cellular,18.0,nov,141.0,3.0,-1.0,0.0,,no
25241,41.0,entrepreneur,married,secondary,no,-1882.0,yes,no,cellular,18.0,nov,,5.0,,,other,no
25242,35.0,admin.,married,secondary,no,122.0,yes,no,cellular,18.0,nov,,4.0,-1.0,0.0,,no
25243,,technician,divorced,tertiary,no,,yes,no,cellular,18.0,nov,192.0,2.0,-1.0,0.0,,no
25244,,management,,tertiary,no,3969.0,no,no,cellular,18.0,nov,464.0,3.0,-1.0,0.0,,no
25245,36.0,entrepreneur,,secondary,no,,no,no,cellular,18.0,nov,,2.0,111.0,2.0,failure,no
25246,31.0,admin.,,secondary,no,0.0,yes,yes,cellular,18.0,nov,79.0,3.0,-1.0,0.0,,no
25247,,management,married,tertiary,no,549.0,yes,no,cellular,18.0,nov,,2.0,,0.0,,no
25248,,admin.,single,secondary,no,5816.0,yes,no,telephone,18.0,nov,,2.0,-1.0,0.0,,no
25249,39.0,admin.,single,secondary,no,,yes,no,telephone,18.0,nov,,3.0,-1.0,,,no
25250,38.0,technician,married,secondary,no,508.0,yes,no,cellular,18.0,nov,722.0,3.0,175.0,2.0,failure,no
25251,,management,,tertiary,no,,yes,no,cellular,18.0,nov,1437.0,2.0,-1.0,0.0,,yes
25252,32.0,housemaid,,tertiary,no,357.0,yes,no,cellular,18.0,nov,175.0,2.0,-1.0,0.0,,no
25253,36.0,technician,,primary,no,2169.0,yes,no,cellular,18.0,nov,133.0,2.0,110.0,3.0,other,no
25254,,technician,divorced,secondary,no,5957.0,yes,no,cellular,18.0,nov,,2.0,-1.0,0.0,,no
25255,,management,married,tertiary,no,2570.0,no,no,cellular,18.0,nov,273.0,2.0,-1.0,0.0,,no
25256,44.0,technician,,secondary,no,2626.0,yes,no,cellular,18.0,nov,,2.0,,3.0,failure,no
25257,,admin.,married,tertiary,no,605.0,no,no,cellular,18.0,nov,147.0,2.0,-1.0,0.0,,no
25258,51.0,management,,tertiary,no,,yes,no,cellular,18.0,nov,727.0,4.0,,0.0,,no
25259,38.0,management,divorced,,no,,yes,no,cellular,18.0,nov,96.0,2.0,-1.0,0.0,,no
25260,59.0,entrepreneur,married,primary,no,124.0,yes,no,cellular,18.0,nov,,3.0,134.0,7.0,failure,no
25261,46.0,management,married,primary,no,1267.0,yes,yes,cellular,18.0,nov,187.0,2.0,-1.0,0.0,,no
25262,,technician,married,secondary,no,712.0,yes,no,cellular,18.0,nov,291.0,2.0,-1.0,,,no
25263,39.0,management,single,tertiary,no,0.0,yes,no,cellular,18.0,nov,633.0,2.0,-1.0,0.0,,no
25264,,services,married,,no,,yes,no,telephone,18.0,nov,55.0,2.0,-1.0,,,no
25265,49.0,management,,tertiary,no,1430.0,no,no,cellular,18.0,nov,231.0,2.0,-1.0,0.0,,no
25266,36.0,management,married,tertiary,no,,no,yes,cellular,18.0,nov,135.0,2.0,,1.0,other,no
25267,33.0,services,married,secondary,no,703.0,no,no,cellular,18.0,nov,160.0,2.0,-1.0,0.0,,no
25268,,admin.,single,tertiary,no,1199.0,no,no,telephone,18.0,nov,67.0,7.0,-1.0,0.0,,no
25269,55.0,retired,divorced,tertiary,no,816.0,no,no,cellular,18.0,nov,,3.0,,,,no
25270,39.0,unemployed,,tertiary,no,,yes,no,cellular,18.0,nov,,2.0,,0.0,,no
25271,41.0,blue-collar,divorced,secondary,no,-90.0,yes,no,cellular,18.0,nov,,6.0,,0.0,,no
25272,,management,single,tertiary,no,,yes,no,cellular,18.0,nov,190.0,2.0,,,,no
25273,,admin.,single,secondary,no,,yes,no,cellular,18.0,nov,354.0,2.0,169.0,1.0,failure,no
25274,30.0,services,divorced,secondary,no,,yes,yes,cellular,18.0,nov,174.0,2.0,111.0,,failure,no
25275,,management,,tertiary,no,,yes,no,cellular,18.0,nov,204.0,2.0,-1.0,0.0,,no
25276,,blue-collar,married,secondary,no,932.0,no,yes,cellular,18.0,nov,148.0,2.0,132.0,1.0,other,no
25277,,self-employed,married,secondary,no,380.0,no,no,cellular,18.0,nov,878.0,2.0,-1.0,0.0,,no
25278,42.0,management,,tertiary,no,1113.0,yes,yes,cellular,18.0,nov,89.0,2.0,162.0,12.0,failure,no
25279,33.0,management,,tertiary,no,1522.0,yes,no,cellular,18.0,nov,171.0,2.0,,3.0,failure,no
25280,34.0,blue-collar,married,secondary,no,1430.0,yes,yes,cellular,18.0,nov,271.0,3.0,-1.0,,,no
25281,49.0,management,married,tertiary,no,1887.0,no,no,cellular,18.0,nov,244.0,3.0,,0.0,,no
25282,44.0,services,,secondary,no,-236.0,yes,no,cellular,18.0,nov,,2.0,113.0,7.0,success,no
25283,42.0,management,,tertiary,no,1673.0,no,no,cellular,18.0,nov,43.0,2.0,-1.0,0.0,,no
25284,36.0,self-employed,single,tertiary,no,3560.0,no,no,cellular,18.0,nov,658.0,3.0,169.0,2.0,failure,no
25285,,blue-collar,divorced,secondary,no,898.0,yes,no,cellular,18.0,nov,136.0,2.0,131.0,1.0,failure,no
25286,44.0,management,married,tertiary,no,13853.0,yes,no,cellular,18.0,nov,1329.0,3.0,-1.0,0.0,,no
25287,57.0,services,,secondary,no,315.0,no,no,cellular,18.0,nov,,4.0,-1.0,0.0,,no
25288,,technician,,secondary,no,556.0,yes,no,cellular,18.0,nov,154.0,3.0,,1.0,failure,no
25289,36.0,management,,secondary,no,644.0,yes,no,cellular,18.0,nov,,2.0,,0.0,,no
25290,37.0,management,,secondary,no,676.0,no,no,telephone,18.0,nov,217.0,2.0,-1.0,0.0,,no
25291,43.0,entrepreneur,,secondary,no,3766.0,no,no,cellular,18.0,nov,84.0,4.0,-1.0,,,no
25292,53.0,self-employed,married,secondary,no,,yes,no,cellular,18.0,nov,110.0,1.0,186.0,3.0,failure,no
25293,35.0,management,,tertiary,no,222.0,yes,no,cellular,18.0,nov,,2.0,,,,no
25294,,blue-collar,married,secondary,no,1070.0,no,no,cellular,18.0,nov,373.0,4.0,-1.0,0.0,,no
25295,38.0,technician,married,secondary,no,728.0,yes,no,cellular,18.0,nov,286.0,1.0,181.0,2.0,other,no
25296,43.0,unemployed,,secondary,no,1943.0,yes,no,cellular,18.0,nov,202.0,2.0,-1.0,0.0,,no
25297,,self-employed,,tertiary,no,,yes,yes,cellular,18.0,nov,68.0,2.0,110.0,4.0,success,no
25298,49.0,management,married,tertiary,no,999.0,no,no,cellular,18.0,nov,,4.0,-1.0,0.0,,no
25299,40.0,management,,tertiary,no,132.0,yes,yes,cellular,18.0,nov,170.0,2.0,,0.0,,no
25300,31.0,management,single,secondary,yes,,no,no,cellular,18.0,nov,,2.0,-1.0,0.0,,no
25301,,services,married,secondary,no,4885.0,yes,yes,cellular,18.0,nov,,2.0,,0.0,,no
25302,33.0,technician,,secondary,no,,yes,no,cellular,18.0,nov,85.0,2.0,-1.0,0.0,,no
25303,34.0,admin.,married,secondary,no,,no,yes,cellular,18.0,nov,126.0,3.0,-1.0,0.0,,no
25304,,technician,married,secondary,no,7313.0,yes,no,cellular,18.0,nov,241.0,2.0,182.0,1.0,failure,no
25305,30.0,technician,single,tertiary,no,,yes,no,cellular,18.0,nov,,2.0,174.0,1.0,failure,no
25306,31.0,technician,divorced,secondary,no,,yes,no,telephone,18.0,nov,,2.0,,0.0,,no
25307,,services,married,secondary,no,184.0,yes,no,cellular,18.0,nov,,1.0,-1.0,0.0,,no
25308,45.0,services,,secondary,no,1550.0,yes,no,cellular,18.0,nov,143.0,2.0,,6.0,failure,no
25309,,technician,single,secondary,no,1411.0,yes,yes,cellular,18.0,nov,,3.0,-1.0,0.0,,no
25310,40.0,self-employed,married,tertiary,no,642.0,no,no,cellular,18.0,nov,147.0,3.0,,0.0,,no
25311,,technician,,tertiary,no,,yes,no,cellular,18.0,nov,372.0,2.0,-1.0,,,no
25312,,admin.,married,tertiary,no,88.0,yes,yes,cellular,18.0,nov,,1.0,-1.0,0.0,,no
25313,51.0,management,married,tertiary,no,974.0,no,no,cellular,18.0,nov,58.0,1.0,,0.0,,no
25314,,services,,secondary,no,4392.0,no,no,cellular,18.0,nov,,2.0,110.0,2.0,failure,no
25315,30.0,unemployed,single,primary,no,,no,no,cellular,18.0,nov,119.0,2.0,-1.0,0.0,,no
25316,53.0,management,,tertiary,no,9072.0,no,no,cellular,18.0,nov,117.0,2.0,,,,no
25317,,admin.,single,secondary,no,,yes,yes,cellular,18.0,nov,147.0,1.0,-1.0,0.0,,no
25318,30.0,management,,secondary,no,1439.0,yes,no,cellular,18.0,nov,373.0,1.0,-1.0,0.0,,no
25319,50.0,unemployed,,secondary,no,,yes,no,telephone,18.0,nov,,2.0,,0.0,,no
25320,40.0,technician,,secondary,no,,yes,no,cellular,18.0,nov,,1.0,-1.0,0.0,,no
25321,47.0,admin.,divorced,primary,no,1095.0,yes,no,cellular,18.0,nov,,1.0,110.0,2.0,other,no
25322,,blue-collar,,secondary,no,,no,no,,18.0,nov,150.0,2.0,-1.0,0.0,,yes
25323,,management,single,tertiary,no,3244.0,no,no,cellular,18.0,nov,131.0,2.0,-1.0,0.0,,no
25324,56.0,technician,,tertiary,no,12539.0,no,no,cellular,18.0,nov,259.0,1.0,-1.0,0.0,,no
25325,,blue-collar,married,primary,no,-14.0,yes,no,cellular,18.0,nov,,2.0,-1.0,0.0,,no
25326,50.0,management,married,tertiary,no,1477.0,yes,no,cellular,18.0,nov,,2.0,-1.0,0.0,,no
25327,33.0,blue-collar,,secondary,no,328.0,yes,no,cellular,18.0,nov,,2.0,182.0,1.0,failure,no
25328,32.0,self-employed,single,tertiary,no,386.0,yes,no,cellular,18.0,nov,482.0,1.0,-1.0,0.0,,yes
25329,53.0,management,married,tertiary,no,952.0,yes,yes,cellular,18.0,nov,121.0,3.0,-1.0,,,no
25330,36.0,blue-collar,married,primary,no,,yes,no,cellular,18.0,nov,618.0,2.0,-1.0,,,no
25331,39.0,blue-collar,,secondary,no,8.0,no,yes,cellular,18.0,nov,,1.0,-1.0,0.0,,no
25332,41.0,housemaid,,primary,no,22.0,yes,no,cellular,18.0,nov,238.0,3.0,126.0,4.0,other,no
25333,,management,,tertiary,no,1612.0,yes,no,cellular,18.0,nov,,2.0,131.0,1.0,failure,no
25334,42.0,blue-collar,,primary,no,,yes,yes,cellular,18.0,nov,139.0,2.0,-1.0,0.0,,no
25335,34.0,blue-collar,single,secondary,no,47.0,yes,no,cellular,18.0,nov,,2.0,-1.0,0.0,,no
25336,33.0,technician,,tertiary,no,17455.0,yes,yes,cellular,18.0,nov,168.0,3.0,179.0,4.0,failure,no
25337,32.0,blue-collar,married,secondary,no,491.0,yes,no,cellular,18.0,nov,,3.0,194.0,,failure,no
25338,,management,,tertiary,no,,no,no,cellular,18.0,nov,,2.0,-1.0,0.0,,no
25339,,self-employed,,tertiary,no,337.0,yes,yes,cellular,18.0,nov,80.0,2.0,-1.0,,,no
25340,,blue-collar,,secondary,no,,yes,no,telephone,18.0,nov,,2.0,,,,no
25341,32.0,technician,,tertiary,no,,no,no,cellular,18.0,nov,,2.0,,0.0,,no
25342,42.0,services,married,secondary,yes,129.0,no,no,cellular,18.0,nov,,3.0,-1.0,0.0,,no
25343,31.0,services,,secondary,no,2050.0,yes,no,cellular,18.0,nov,271.0,5.0,,0.0,,no
25344,47.0,technician,married,secondary,no,826.0,yes,no,telephone,18.0,nov,,3.0,112.0,8.0,other,no
25345,,entrepreneur,,secondary,no,1532.0,yes,yes,cellular,18.0,nov,173.0,7.0,-1.0,0.0,,no
25346,,entrepreneur,divorced,tertiary,no,299.0,yes,no,cellular,18.0,nov,583.0,2.0,,0.0,,no
25347,,services,married,secondary,no,3839.0,yes,no,cellular,18.0,nov,,2.0,189.0,1.0,failure,no
25348,35.0,entrepreneur,married,tertiary,no,0.0,no,no,cellular,18.0,nov,,4.0,-1.0,0.0,,no
25349,47.0,management,single,tertiary,no,153.0,yes,no,cellular,18.0,nov,192.0,2.0,,0.0,,no
25350,,management,,tertiary,no,1937.0,yes,no,cellular,18.0,nov,185.0,4.0,152.0,11.0,other,no
25351,,management,,secondary,no,,no,no,cellular,18.0,nov,411.0,3.0,,1.0,failure,no
25352,37.0,admin.,married,secondary,no,960.0,no,no,telephone,18.0,nov,50.0,3.0,-1.0,0.0,,no
25353,,retired,,secondary,no,728.0,no,no,cellular,18.0,nov,163.0,2.0,,15.0,failure,no
25354,45.0,admin.,,secondary,no,0.0,yes,no,cellular,18.0,nov,,5.0,-1.0,0.0,,no
25355,33.0,technician,divorced,secondary,yes,10.0,yes,yes,cellular,18.0,nov,,5.0,,0.0,,no
25356,,technician,married,secondary,no,,yes,yes,cellular,18.0,nov,1014.0,3.0,-1.0,0.0,,no
25357,32.0,management,,secondary,no,6217.0,yes,yes,cellular,18.0,nov,486.0,2.0,181.0,,failure,no
25358,39.0,management,,tertiary,no,,yes,no,cellular,18.0,nov,160.0,3.0,-1.0,0.0,,no
25359,,admin.,,secondary,no,1327.0,yes,yes,cellular,18.0,nov,425.0,2.0,176.0,,failure,no
25360,,management,,secondary,no,,yes,no,cellular,18.0,nov,,2.0,-1.0,0.0,,no
25361,,entrepreneur,married,secondary,no,128.0,no,yes,cellular,18.0,nov,275.0,2.0,-1.0,0.0,,no
25362,49.0,self-employed,single,tertiary,no,,no,yes,cellular,18.0,nov,920.0,2.0,-1.0,0.0,,no
25363,41.0,blue-collar,,primary,no,168.0,yes,no,cellular,18.0,nov,187.0,3.0,-1.0,0.0,,no
25364,,technician,married,secondary,no,-179.0,yes,no,cellular,18.0,nov,476.0,2.0,124.0,1.0,failure,no
25365,46.0,blue-collar,married,secondary,no,,no,no,cellular,18.0,nov,,3.0,,2.0,failure,no
25366,,technician,married,secondary,no,958.0,yes,no,telephone,18.0,nov,33.0,4.0,-1.0,0.0,,no
25367,34.0,blue-collar,,secondary,no,3990.0,yes,no,cellular,18.0,nov,,2.0,117.0,7.0,failure,no
25368,,blue-collar,,secondary,no,1.0,yes,no,cellular,18.0,nov,77.0,3.0,-1.0,0.0,,no
25369,,technician,,tertiary,no,,yes,no,cellular,18.0,nov,,2.0,113.0,5.0,failure,no
25370,,management,,tertiary,no,0.0,yes,yes,cellular,18.0,nov,203.0,3.0,-1.0,0.0,,no
25371,30.0,admin.,,secondary,no,,yes,no,cellular,18.0,nov,,4.0,-1.0,,,no
25372,34.0,self-employed,,tertiary,no,5722.0,yes,no,cellular,18.0,nov,,2.0,-1.0,0.0,,no
25373,44.0,blue-collar,divorced,secondary,no,,yes,no,cellular,18.0,nov,825.0,2.0,154.0,,other,no
25374,,technician,divorced,secondary,no,2910.0,no,yes,cellular,18.0,nov,,2.0,,,,no
25375,41.0,management,married,secondary,no,1471.0,yes,no,cellular,18.0,nov,233.0,2.0,-1.0,0.0,,no
25376,31.0,blue-collar,married,secondary,no,604.0,yes,no,cellular,18.0,nov,394.0,2.0,,,,no
25377,30.0,management,married,tertiary,no,1185.0,yes,no,cellular,18.0,nov,,2.0,120.0,4.0,failure,no
25378,30.0,admin.,single,secondary,no,2802.0,no,yes,telephone,18.0,nov,285.0,2.0,,,failure,no
25379,,self-employed,divorced,secondary,no,172.0,yes,no,cellular,18.0,nov,65.0,1.0,-1.0,0.0,,no
25380,43.0,services,married,secondary,no,508.0,yes,no,cellular,18.0,nov,200.0,1.0,172.0,1.0,failure,no
25381,33.0,blue-collar,married,secondary,no,,yes,yes,cellular,18.0,nov,62.0,6.0,-1.0,,,no
25382,51.0,management,single,tertiary,no,,yes,no,cellular,18.0,nov,,2.0,,3.0,failure,no
25383,45.0,technician,divorced,secondary,no,-14.0,no,no,cellular,18.0,nov,39.0,2.0,127.0,3.0,failure,no
25384,46.0,management,divorced,tertiary,no,6269.0,yes,no,telephone,18.0,nov,,3.0,112.0,2.0,failure,no
25385,39.0,management,,tertiary,no,12437.0,no,no,telephone,18.0,nov,,1.0,-1.0,0.0,,no
25386,51.0,management,,tertiary,no,,yes,no,cellular,18.0,nov,,1.0,-1.0,,,no
25387,,blue-collar,married,secondary,no,1131.0,yes,yes,cellular,18.0,nov,189.0,1.0,,5.0,failure,no
25388,40.0,management,married,tertiary,no,6008.0,yes,no,cellular,18.0,nov,,1.0,-1.0,0.0,,no
25389,,management,,tertiary,no,1434.0,no,no,cellular,18.0,nov,,1.0,-1.0,0.0,,no
25390,32.0,technician,,tertiary,no,4432.0,no,no,telephone,18.0,nov,115.0,4.0,,0.0,,no
25391,46.0,management,,secondary,yes,177.0,no,no,cellular,18.0,nov,437.0,1.0,-1.0,0.0,,no
25392,40.0,admin.,divorced,secondary,no,399.0,yes,yes,cellular,18.0,nov,166.0,3.0,96.0,2.0,failure,no
25393,46.0,services,divorced,secondary,no,864.0,yes,no,cellular,18.0,nov,,5.0,188.0,2.0,failure,no
25394,,blue-collar,married,secondary,no,496.0,yes,no,cellular,18.0,nov,135.0,3.0,-1.0,,,no
25395,45.0,admin.,married,secondary,no,597.0,yes,yes,cellular,18.0,nov,188.0,2.0,-1.0,0.0,,no
25396,,technician,married,tertiary,no,,yes,no,telephone,18.0,nov,263.0,2.0,-1.0,0.0,,no
25397,,blue-collar,single,secondary,no,3845.0,yes,no,cellular,18.0,nov,,3.0,-1.0,0.0,,no
25398,,self-employed,,tertiary,no,202.0,yes,no,cellular,18.0,nov,139.0,1.0,166.0,3.0,other,no
25399,39.0,management,married,tertiary,no,3.0,yes,no,cellular,18.0,nov,341.0,1.0,-1.0,0.0,,no
25400,33.0,management,single,tertiary,no,,yes,no,cellular,18.0,nov,,1.0,-1.0,0.0,,no
25401,,management,,tertiary,no,,yes,no,cellular,18.0,nov,235.0,1.0,123.0,1.0,failure,no
25402,55.0,management,divorced,secondary,no,,yes,no,cellular,18.0,nov,,1.0,,0.0,,no
25403,34.0,management,married,tertiary,no,577.0,yes,no,cellular,18.0,nov,80.0,1.0,-1.0,0.0,,no
25404,,retired,,secondary,no,1139.0,yes,no,cellular,18.0,nov,180.0,1.0,186.0,6.0,failure,no
25405,,blue-collar,,secondary,no,1540.0,yes,yes,cellular,18.0,nov,,1.0,-1.0,0.0,,no
25406,32.0,management,,secondary,no,,yes,no,cellular,18.0,nov,,1.0,-1.0,0.0,,no
25407,,admin.,,secondary,no,8781.0,yes,no,cellular,18.0,nov,898.0,1.0,,0.0,,yes
25408,48.0,blue-collar,married,primary,no,214.0,yes,yes,cellular,18.0,nov,,1.0,,1.0,failure,no
25409,34.0,blue-collar,,secondary,no,1412.0,yes,yes,cellular,18.0,nov,149.0,1.0,175.0,2.0,failure,no
25410,,technician,,secondary,no,2019.0,yes,yes,cellular,18.0,nov,83.0,2.0,144.0,1.0,failure,no
25411,52.0,management,married,tertiary,no,,yes,no,cellular,18.0,nov,121.0,1.0,,1.0,other,no
25412,39.0,technician,married,tertiary,no,3911.0,yes,no,cellular,18.0,nov,247.0,2.0,,0.0,,no
25413,,management,married,secondary,yes,-998.0,yes,no,cellular,18.0,nov,,1.0,,0.0,,no
25414,,management,,tertiary,no,1164.0,yes,yes,cellular,18.0,nov,141.0,2.0,123.0,3.0,failure,no
25415,36.0,management,,tertiary,no,369.0,no,no,cellular,18.0,nov,,4.0,,2.0,failure,no
25416,31.0,admin.,married,secondary,no,3584.0,yes,yes,cellular,18.0,nov,467.0,1.0,-1.0,0.0,,no
25417,31.0,technician,married,tertiary,no,,no,no,cellular,18.0,nov,1377.0,1.0,,0.0,,no
25418,,entrepreneur,married,primary,no,538.0,no,no,cellular,18.0,nov,,4.0,-1.0,0.0,,yes
25419,,housemaid,married,secondary,no,205.0,yes,no,telephone,18.0,nov,176.0,4.0,-1.0,,,no
25420,45.0,blue-collar,married,secondary,no,,yes,no,cellular,18.0,nov,,1.0,152.0,14.0,failure,no
25421,,admin.,,secondary,no,187.0,yes,no,cellular,18.0,nov,,1.0,,0.0,,no
25422,,admin.,,secondary,no,355.0,yes,no,cellular,18.0,nov,,1.0,193.0,,failure,no
25423,35.0,services,,secondary,no,66.0,yes,no,cellular,18.0,nov,,1.0,123.0,1.0,other,no
25424,51.0,self-employed,married,primary,no,,yes,no,telephone,18.0,nov,366.0,3.0,110.0,2.0,failure,no
25425,51.0,technician,married,secondary,no,,yes,yes,telephone,18.0,nov,,6.0,-1.0,0.0,,no
25426,41.0,technician,,secondary,no,352.0,yes,no,cellular,18.0,nov,129.0,2.0,-1.0,0.0,,no
25427,,admin.,married,secondary,no,,no,yes,cellular,18.0,nov,136.0,5.0,-1.0,0.0,,no
25428,50.0,technician,married,secondary,no,31.0,yes,no,telephone,18.0,nov,251.0,4.0,,0.0,,no
25429,,blue-collar,married,secondary,no,681.0,yes,no,cellular,18.0,nov,,1.0,-1.0,0.0,,no
25430,,management,married,tertiary,no,1390.0,yes,no,cellular,18.0,nov,,1.0,,0.0,,yes
25431,48.0,management,,tertiary,no,,yes,no,telephone,18.0,nov,1476.0,3.0,-1.0,0.0,,no
25432,31.0,self-employed,single,secondary,no,202.0,yes,no,cellular,18.0,nov,,1.0,-1.0,0.0,,no
25433,,blue-collar,married,secondary,no,,yes,no,cellular,18.0,nov,,1.0,-1.0,0.0,,no
25434,,retired,married,tertiary,no,,no,yes,cellular,18.0,nov,,1.0,187.0,2.0,other,no
25435,,entrepreneur,,secondary,no,1368.0,yes,no,cellular,18.0,nov,252.0,2.0,-1.0,0.0,,no
25436,46.0,entrepreneur,married,tertiary,no,,yes,yes,cellular,18.0,nov,288.0,1.0,-1.0,0.0,,no
25437,43.0,management,,secondary,no,,yes,no,telephone,18.0,nov,164.0,1.0,110.0,2.0,other,no
25438,36.0,management,,tertiary,no,3343.0,no,no,cellular,18.0,nov,307.0,1.0,-1.0,0.0,,no
25439,,blue-collar,,primary,no,3074.0,no,no,cellular,18.0,nov,,1.0,-1.0,0.0,,no
25440,51.0,technician,divorced,secondary,no,5964.0,yes,no,cellular,18.0,nov,,4.0,,0.0,,no
25441,42.0,management,,secondary,no,283.0,yes,no,cellular,18.0,nov,400.0,1.0,-1.0,0.0,,no
25442,30.0,technician,married,secondary,no,-306.0,yes,yes,cellular,18.0,nov,,1.0,186.0,1.0,failure,no
25443,41.0,entrepreneur,married,secondary,no,353.0,no,no,cellular,19.0,nov,90.0,2.0,-1.0,0.0,,no
25444,48.0,management,,tertiary,no,571.0,yes,yes,cellular,19.0,nov,77.0,2.0,-1.0,0.0,,no
25445,,management,,tertiary,no,-20.0,no,no,cellular,19.0,nov,139.0,3.0,-1.0,0.0,,no
25446,43.0,entrepreneur,married,tertiary,no,,yes,no,cellular,19.0,nov,167.0,3.0,-1.0,0.0,,no
25447,55.0,technician,married,secondary,no,6043.0,no,no,cellular,19.0,nov,427.0,3.0,-1.0,0.0,,no
25448,44.0,services,married,secondary,no,1106.0,yes,no,telephone,19.0,nov,178.0,5.0,119.0,11.0,failure,no
25449,33.0,management,,tertiary,no,48.0,yes,no,cellular,19.0,nov,308.0,5.0,-1.0,0.0,,no
25450,39.0,blue-collar,married,primary,no,,yes,no,cellular,19.0,nov,,5.0,-1.0,0.0,,no
25451,35.0,management,divorced,tertiary,no,,no,no,cellular,19.0,nov,89.0,1.0,-1.0,0.0,,no
25452,31.0,technician,divorced,tertiary,yes,1200.0,no,no,cellular,19.0,nov,62.0,1.0,-1.0,0.0,,no
25453,,management,married,tertiary,no,12256.0,yes,no,cellular,19.0,nov,308.0,4.0,,0.0,,no
25454,41.0,entrepreneur,,tertiary,no,,yes,no,cellular,19.0,nov,,1.0,191.0,,failure,no
25455,36.0,admin.,single,tertiary,no,,yes,no,cellular,19.0,nov,,2.0,-1.0,0.0,,no
25456,33.0,management,married,tertiary,no,2744.0,yes,no,telephone,19.0,nov,103.0,1.0,-1.0,0.0,,no
25457,37.0,management,married,tertiary,no,,no,no,cellular,19.0,nov,,3.0,-1.0,0.0,,yes
25458,,management,,tertiary,no,481.0,yes,no,cellular,19.0,nov,112.0,3.0,-1.0,0.0,,no
25459,,technician,,tertiary,no,,yes,no,cellular,19.0,nov,98.0,2.0,-1.0,0.0,,no
25460,,admin.,,secondary,no,,no,no,cellular,19.0,nov,180.0,3.0,-1.0,,,no
25461,58.0,self-employed,,tertiary,no,,yes,no,cellular,19.0,nov,697.0,2.0,184.0,3.0,failure,no
25462,55.0,blue-collar,divorced,secondary,no,4053.0,no,no,cellular,19.0,nov,113.0,1.0,,2.0,failure,no
25463,,management,,tertiary,no,,no,yes,cellular,19.0,nov,84.0,3.0,,0.0,,no
25464,58.0,technician,married,secondary,no,,yes,no,cellular,19.0,nov,135.0,1.0,-1.0,0.0,,no
25465,33.0,management,,tertiary,no,1148.0,no,no,cellular,19.0,nov,299.0,1.0,-1.0,0.0,,no
25466,,admin.,,tertiary,no,1583.0,yes,no,cellular,19.0,nov,100.0,1.0,182.0,1.0,failure,no
25467,,technician,single,secondary,no,,no,no,cellular,19.0,nov,819.0,3.0,-1.0,0.0,,yes
25468,,technician,,secondary,no,3500.0,yes,no,cellular,19.0,nov,,1.0,-1.0,0.0,,no
25469,50.0,housemaid,,secondary,no,,no,no,cellular,19.0,nov,,1.0,-1.0,0.0,,no
25470,38.0,entrepreneur,married,tertiary,no,83.0,yes,no,cellular,19.0,nov,,1.0,,,,no
25471,,management,,tertiary,no,,yes,no,cellular,19.0,nov,511.0,1.0,,0.0,,yes
25472,46.0,blue-collar,divorced,secondary,no,138.0,no,no,cellular,19.0,nov,,1.0,,0.0,,no
25473,,technician,,secondary,no,,yes,no,cellular,19.0,nov,101.0,1.0,,0.0,,no
25474,45.0,management,,tertiary,no,1416.0,yes,yes,cellular,19.0,nov,740.0,1.0,-1.0,0.0,,no
25475,36.0,management,,tertiary,no,,no,no,cellular,19.0,nov,146.0,1.0,-1.0,,,no
25476,,technician,,primary,yes,,no,yes,cellular,19.0,nov,119.0,1.0,,0.0,,no
25477,42.0,services,married,tertiary,no,412.0,yes,no,telephone,19.0,nov,,4.0,169.0,5.0,failure,no
